pmid,title,abstract,journal,year,authors,mesh_terms,keywords,relevance_score
23651885,Use of a computer decision support system and antimicrobial therapy appropriateness., To determine whether antimicrobial (AM) courses ordered with an antimicrobial computer decision support system (CDSS) were more likely to be appropriate than courses ordered without the CDSS.,Infection control and hospital epidemiology,2013,Gregory A Filice; Dimitri M Drekonja; Joseph R Thurn; Thomas S Rector; Galen M Hamann; Bobbie T Masoud; Anne-Marie Leuck; Curtis L Nordgaard; Meredith K Eilertson; James R Johnson,"['Adult', 'Aged', 'Aged, 80 and over', 'Anti-Infective Agents', 'Decision Support Systems, Clinical', 'Female', 'Humans', 'Infections', 'Male', 'Medical Audit', 'Medication Errors', 'Middle Aged', 'Retrospective Studies', 'Single-Blind Method']",[],1
23532767,Barriers and Facilitators to Adoption of a Web-based Antibiotic Decision Support System.,"To measure clinicians' perceptions of barriers and facilitators to the adoption of a Computerised Decision Support System (CDSS) for antibiotic approval, and to examine the correlation between these perceptions and actual usage of the system by clinicians.",Southern med review,2012,Syed Tabish Razi Zaidi; Jennifer L Marriott,[],"['Adoption', 'Antimicrobials', 'Clinicians', 'Computerised Decision Support Systems', 'Perceptions', 'Reliability', 'Scales', 'Validity']",1
21458938,[Bacteremia and French computerized disease surveillance system: financial valorisation of an infectious diseases specialist in a hospital].,"Bacteremia surveillance is a mission assumed by the referent person for antimicrobial therapy. We propose an original financial valorization of this activity, using the computerized disease surveillance system (CDSS).",Medecine et maladies infectieuses,2011,S Nguyen; F Dufossez; S Dekeyser; D Descamps,"['Anti-Bacterial Agents', 'Bacteremia', 'Community-Acquired Infections', 'Cost Savings', 'Cross Infection', 'Databases, Factual', 'France', 'Hospital Costs', 'Hospital Departments', 'Humans', 'Infectious Disease Medicine', 'Medical Staff, Hospital', ""Patients' Rooms"", 'Population Surveillance', 'Surgery Department, Hospital', 'Vocabulary, Controlled']",[],1
20724348,Impact of a computerized template on antibiotic prescribing for acute respiratory infections in children and adolescents.,Computerized decision support (CDS) can potentially improve patient safety and guideline adherence. The authors developed an acute respiratory illness interactive template (ARI-IT) within an electronic health record (EHR) to manage pediatric ARIs and assessed the impact on antibiotic prescribing.,Clinical pediatrics,2010,Fabienne C Bourgeois; Jeffrey Linder; Sarah A Johnson; John Patrick T Co; Julie Fiskio; Timothy G Ferris,"['Acute Disease', 'Adolescent', 'Anti-Bacterial Agents', 'Child', 'Drug Prescriptions', 'Female', 'Humans', 'Macrolides', 'Male', 'Medical Records Systems, Computerized', 'Respiratory Tract Infections']",[],1
34854060,"Epidemiology and in vitro activity of ceftazidime-avibactam, meropenem-vaborbactam, imipenem-relebactam, eravacycline, plazomicin, and comparators against Greek carbapenemase-producing Klebsiella pneumoniae isolates.","The increase in carbapenem-resistant Klebsiella pneumoniae (CRKP) infections is of great concern because of limited treatment options. New antimicrobials were recently approved for clinical therapy. This study evaluated the epidemiology of carbapenemase-producing K. pneumoniae isolates collected at a Greek university hospital during 2017-2020, and their susceptibilities to ceftazidime-avibactam (CAZ/AVI), meropenem-vaborbactam (M/V), imipenem-relebactam (I/R), eravacycline, plazomicin, and comparators.",Infection,2022,Sofia Maraki; Viktoria Eirini Mavromanolaki; Eleni Magkafouraki; Panagiotis Moraitis; Dimitra Stafylaki; Anna Kasimati; Effie Scoulica,"['Anti-Bacterial Agents', 'Azabicyclo Compounds', 'Bacterial Proteins', 'Boronic Acids', 'Ceftazidime', 'Drug Combinations', 'Humans', 'Imipenem', 'Klebsiella pneumoniae', 'Meropenem', 'Microbial Sensitivity Tests', 'Multilocus Sequence Typing', 'Sisomicin', 'Tetracyclines', 'beta-Lactamases']","['Carbapenemase-producing Klebsiella pneumoniae', 'Ceftazidime–avibactam', 'Eravacycline', 'Imipenem–relebactam', 'Meropenem–vaborbactam', 'Plazomicin']",1
34751185,Current opinion in management of septic shock due to Gram-negative bacteria.,"The COVID-19 pandemic has caused multiple challenges to ICUs, including an increased rate of secondary infections, mostly caused by Gram-negative micro-organisms. Worrying trends of resistance acquisition complicate this picture. We provide a review of the latest evidence to guide management of patients with septic shock because of Gram-negative bacteria.",Current opinion in infectious diseases,2021,Alexis Tabah; Niccolò Buetti; François Barbier; Jean-François Timsit,"['Anti-Bacterial Agents', 'COVID-19', 'Cephalosporins', 'Diagnostic Tests, Routine', 'Gram-Negative Bacteria', 'Gram-Negative Bacterial Infections', 'Humans', 'Microbial Sensitivity Tests', 'Pandemics', 'SARS-CoV-2', 'Shock, Septic']",[],1
33839918,A randomized trial regarding antimicrobial prophylaxis (AMP) in transurethral resection of bladder tumor (TURB).,To determine whether omitting antimicrobial prophylaxis (AMP) in TURB is safe in patients undergoing TURB without an indwelling pre-operative catheter/nephrostomy/DJ and a negative pre-operative urinary culture.,World journal of urology,2021,E Baten; F Van der Aa; H Goethuys; K Slabbert; I Arijs; K van Renterghem,"['Aged', 'Aged, 80 and over', 'Amikacin', 'Anti-Bacterial Agents', 'Antibiotic Prophylaxis', 'Carcinoma, Transitional Cell', 'Cefazolin', 'Ciprofloxacin', 'Cystoscopy', 'Female', 'Fever', 'Humans', 'Levofloxacin', 'Logistic Models', 'Male', 'Postoperative Complications', 'Surgical Wound Infection', 'Urinary Bladder Neoplasms', 'Urinary Tract Infections']","['AMP', 'Antimicrobial stewardship', 'Fever', 'Microbial resistance', 'RCT', 'TURB']",1
33683325,Short-Course Antimicrobial Therapy for Pediatric Community-Acquired Pneumonia: The SAFER Randomized Clinical Trial.,"Community-acquired pneumonia (CAP) is a common occurrence in childhood; consequently, evidence-based recommendations for its treatment are required.",JAMA pediatrics,2021,Jeffrey M Pernica; Stuart Harman; April J Kam; Redjana Carciumaru; Thuva Vanniyasingam; Tyrus Crawford; Dale Dalgleish; Sarah Khan; Robert S Slinger; Martha Fulford; Cheryl Main; Marek Smieja; Lehana Thabane; Mark Loeb,"['Amoxicillin', 'Anti-Bacterial Agents', 'Antimicrobial Stewardship', 'Child', 'Child, Preschool', 'Community-Acquired Infections', 'Female', 'Humans', 'Infant', 'Male', 'Pneumonia']",[],1
33676597,"Azithromycin for community treatment of suspected COVID-19 in people at increased risk of an adverse clinical course in the UK (PRINCIPLE): a randomised, controlled, open-label, adaptive platform trial.","Azithromycin, an antibiotic with potential antiviral and anti-inflammatory properties, has been used to treat COVID-19, but evidence from community randomised trials is lacking. We aimed to assess the effectiveness of azithromycin to treat suspected COVID-19 among people in the community who had an increased risk of complications.","Lancet (London, England)",2021,,"['Age Factors', 'Aged', 'Aged, 80 and over', 'Antimicrobial Stewardship', 'Azithromycin', 'COVID-19', 'Cytokine Release Syndrome', 'Drug Resistance, Bacterial', 'Female', 'Humans', 'Male', 'Middle Aged', 'Patient Admission', 'Risk Factors', 'SARS-CoV-2', 'Time Factors', 'Treatment Outcome', 'United Kingdom', 'COVID-19 Drug Treatment']",[],1
33601010,Investigating the impact of COVID-19 on primary care antibiotic prescribing in North West London across two epidemic waves.,We investigated the impact of COVID-19 and national pandemic response on primary care antibiotic prescribing in London.,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,2021,Nina Zhu; Paul Aylin; Timothy Rawson; Mark Gilchrist; Azeem Majeed; Alison Holmes,[],"['Antibiotics', 'Antimicrobial resistance', 'Antimicrobial stewardship', 'Primary care', 'SARS-CoV-2']",1
40764898,Interplay between C-reactive protein responses and antibiotic prescribing in people with suspected infection.,"Serial measurements of C-reactive protein (CRP) are often taken in hospitals to assess recovery from infection, but their utility remains debated. Previous studies, including our development of CRP centile reference charts for suspected bloodstream infections (BSI), suggest variability in CRP responses across infection types. Here we investigated the association between serial CRP percentile changes, antibiotic prescribing patterns, and patient outcomes in a large cohort with suspected infection, acknowledging that CRP is one of multiple factors in clinical decision-making.",BMC infectious diseases,2025,Qingze Gu; Kevin Yuan; Jia Wei; Chang Ho Yoon; Anders Skyrud Danielsen; Augustine Luk; David W Eyre; A Sarah Walker,"['Humans', 'C-Reactive Protein', 'Anti-Bacterial Agents', 'Female', 'Male', 'Middle Aged', 'Aged', 'Adult', 'Aged, 80 and over', ""Practice Patterns, Physicians'"", 'United Kingdom', 'Bacteremia', 'Drug Prescriptions']","['Antibiotic prescribing', 'Antibiotic stewardship', 'Antimicrobial resistance', 'Bloodstream infection', 'C-reactive protein', 'Centile reference charts']",1
18067057,Are antibiotic drugs well prescribed in case of renal insufficiency? A retrospective study.,"Renal insufficiency (RI) is a major complication in hospitalized patients. We aim to determinate if the severity of RI is considered for antibiotic prescriptions. A 10-month retrospective study including all in-patients of an orthopedic surgery department, based on the analysis of antibiotic prescriptions of patients with RI, was set up as follows: identification of patients with RI estimated with Cockcroft formula, classification by severity stage, and analysis of antibiotic prescriptions to be adapted to RI. About 10% of patients had RI. Among them, 54 (32%) received antibiotics (on average, 1.75 drugs per patient). Sixteen (17%) of antibiotic prescriptions required either dose adaptation or therapeutic drug monitoring. In all, only four prescriptions were adapted to renal function. In other cases, antibiotics were prescribed according to protocols for patients with normal renal function. Moreover, therapeutic drug monitoring was only performed for half of required cases and then showed values > ULN three times out of four. Creatinine clearance (CrCl) has been calculated for half of patients with RI. In practice, dosage adjustment of antibiotics is done only for patients with severe RI. Within the framework of the introduction of an electronic prescribing technology and medication order pharmaceutical review procedures, CrCl is now systematically calculated and then taken into account by both prescribers and clinical pharmacists.",Renal failure,2007,Nicolas Arlicot; Xavier Pourrat; Hélène Bourgoin-Hérard; Jacqueline Grassin; Daniel Antier,"['Adult', 'Aged', 'Aged, 80 and over', 'Anti-Bacterial Agents', 'Creatinine', 'Drug Monitoring', 'Female', 'Humans', 'Male', 'Middle Aged', 'Renal Insufficiency', 'Retrospective Studies']",[],1
