study_id,pmid,title,screening_date,include,reasons,exclusion_reasons
STUDY_0443,28571767,Good epidemiological practice: a narrative review of appropriate scientific methods to evaluate the impact of antimicrobial stewardship interventions.,2025-10-13T10:03:42.913677,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['outcomes: No relevant outcomes identified', 'Not original research']"
STUDY_0444,28333297,Effect of adding a mobile health intervention to a multimodal antimicrobial stewardship programme across three teaching hospitals: an interrupted time series study.,2025-10-13T10:03:42.913809,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']",['outcomes: No relevant outcomes identified']
STUDY_0445,27543412,Clinical Impact and Provider Acceptability of Real-Time Antimicrobial Stewardship Decision Support for Rapid Diagnostics in Children With Positive Blood Culture Results.,2025-10-13T10:03:42.913884,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['outcomes: No relevant outcomes identified', 'Pediatric population', 'Outpatient or long-term care setting']"
STUDY_0446,35378064,The impact of diagnostic stewardship interventions on Clostridiodes difficile test ordering practices and results.,2025-10-13T10:03:42.913966,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'Outpatient or long-term care setting', 'Not original research']"
STUDY_0447,35251792,Evaluation of the Potential Impact of a Multiplex Rapid Diagnostic Panel in Critically Ill Patients With Hospital-Acquired Pneumonia.,2025-10-13T10:03:42.914092,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['Outpatient or long-term care setting', 'Not original research']"
STUDY_0448,35233529,A systematic review investigating the use of microbiology outcome measures in randomized controlled trials evaluating antimicrobial stewardship interventions published between 2011 and 2021.,2025-10-13T10:03:42.914246,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['outcomes: No relevant outcomes identified', 'Not original research']"
STUDY_0449,36758108,Reduction strategies for inpatient oral third-generation cephalosporins at a cancer center: An interrupted time-series analysis.,2025-10-13T10:03:42.914309,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'Outpatient or long-term care setting', 'Not original research']"
STUDY_0450,36754066,Evaluation of an Antimicrobial Stewardship Decision Support for Pediatric Infections.,2025-10-13T10:03:42.914402,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified', 'Pediatric population', 'Outpatient or long-term care setting']"
STUDY_0451,36699244,Impact of Antibiotic Time-Outs in Multidisciplinary ICU Rounds for Antimicrobial Stewardship Program on Patient Survival: A Controlled Before-and-After Study.,2025-10-13T10:03:42.914640,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['study_design: No RCT or ITS design identified']
STUDY_0452,34620213,INHALE: the impact of using FilmArray Pneumonia Panel molecular diagnostics for hospital-acquired and ventilator-associated pneumonia on antimicrobial stewardship and patient outcomes in UK Critical Care-study protocol for a multicentre randomised controlled trial.,2025-10-13T10:03:42.914751,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']",['outcomes: No relevant outcomes identified']
STUDY_0453,34428945,Antibiotic treatment protocols revisited: the challenges of a conclusive assessment by mathematical modelling.,2025-10-13T10:03:42.914883,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['study_design: No RCT or ITS design identified']
STUDY_0454,34118423,Are antimicrobial stewardship interventions effective and safe in long-term care facilities? A systematic review and meta-analysis.,2025-10-13T10:03:42.914977,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting', 'Not original research']"
STUDY_0455,33917430,"Antibiotic Resistance in Pediatric Infections: Global Emerging Threats, Predicting the Near Future.",2025-10-13T10:03:42.915047,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'Pediatric population']"
STUDY_0456,33231007,"Procalcitonin-guided antibiotic therapy for suspected and confirmed sepsis of patients in a surgical trauma ICU: a prospective, two period cross-over, interventional study.",2025-10-13T10:03:42.915135,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']",['outcomes: No relevant outcomes identified']
STUDY_0457,27422026,Effectiveness of biomarker-based exclusion of ventilator-acquired pneumonia to reduce antibiotic use (VAPrapid-2): study protocol for a randomised controlled trial.,2025-10-13T10:03:42.915225,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0458,27255220,Quality of documentation on antibiotic therapy in medical records: evaluation of combined interventions in a teaching hospital by repeated point prevalence survey.,2025-10-13T10:03:42.915306,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['Not original research']
STUDY_0459,27055759,Impact of antibiotic restriction on resistance levels of Escherichia coli: a controlled interrupted time series study of a hospital-wide antibiotic stewardship programme.,2025-10-13T10:03:42.915549,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']",['outcomes: No relevant outcomes identified']
STUDY_0460,36075750,Impact of Respiratory Viral Panel Results on Piperacillin-Tazobactam Use in a Medical Intensive Care Unit: A Single-Center Retrospective Study.,2025-10-13T10:03:42.915698,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0461,36006292,Carbapenem-Resistant Organisms Isolated in Surgical Site Infections in Benin: A Public Health Problem.,2025-10-13T10:03:42.916907,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'intervention: No stewardship intervention identified']"
STUDY_0462,35921430,MALDI-TOF mass spectrometry rapid pathogen identification and outcomes of patients with bloodstream infection: A systematic review and meta-analysis.,2025-10-13T10:03:42.917376,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'Outpatient or long-term care setting', 'Not original research']"
